"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"No","2009","2010","OH","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","51.2",,,"49.2","53.2",,,"16839","50",,,"Yes","41",,,"44",,,"45",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_1"
"No","2013","2015","OH","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","49.1",,,"47.3","51.0",,,"16494","49",,,"Yes","50",,,"50",,,"53",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_2"
"No","2013","2015","OH","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.4",,,"15.9","19.0",,,"16494","49",,,"Yes","50",,,"50",,,"53",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_3"
"No","2004","2005","OH","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","55.0",,,"52.8","57.1",,,"14029","53",,,"Yes","37",,,"38",,,"33",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_1"
"No","2004","2005","OH","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","25.7",,,"23.9","27.5",,,"14029","53",,,"Yes","37",,,"38",,,"33",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_3"
"No","2004","2005","OH","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","43.3",,,"41.1","45.5",,,"14029","53",,,"Yes","37",,,"38",,,"33",,,"Ohio","39","
,  
(40.06021014100048, -82.40426005599966)","3GRADE","05","CHD1_2"
"No","2009","2010","OK","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","58.0",,,"54.3","61.7",,,"751","42",,,"No","61",,,,"NC","Not Collected","61",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_1"
"No","2002","2003","OK","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","69.4",,,"65.1","73.4",,,"495","74",,,"No",,"NR","Not Reported",,"NC","Not Collected","41",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_1"
"No","2007","2008","OK","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","71.5",,,"68.5","74.5",,,"917","46",,,"No","61",,,,"NC","Not Collected","62",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_1"
"No","2009","2010","OK","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.6",,,"19.3","25.8",,,"751","42",,,"No","61",,,,"NC","Not Collected","61",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_3"
"No","2007","2008","OK","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","32.3",,,"32.3","35.4",,,"917","46",,,"No","61",,,,"NC","Not Collected","62",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_3"
"No","2012","2013","OK","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.0",,,"14.4","23.5",,,"788","41",,,"No","67",,,,"NC","Not Collected","69",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_3"
"No","2007","2008","OK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","39.7",,,"36.5","42.9",,,"917","46",,,"No","61",,,,"NC","Not Collected","62",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_2"
"No","2002","2003","OK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","37.2",,,"32.8","41.5",,,"495","74",,,"No",,"NR","Not Reported",,"NC","Not Collected","41",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_2"
"No","2012","2013","OK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","35.4",,,"30.4","40.4",,,"788","41",,,"No","67",,,,"NC","Not Collected","69",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_2"
"No","2012","2013","OK","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.7",,,"55.0","64.4",,,"788","41",,,"No","67",,,,"NC","Not Collected","69",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_1"
"No","2002","2003","OK","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","40.2",,,"35.8","44.7",,,"495","74",,,"No",,"NR","Not Reported",,"NC","Not Collected","41",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_3"
"No","2009","2010","OK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","33.1",,,"29.6","36.6",,,"751","42",,,"No","61",,,,"NC","Not Collected","61",,,"Oklahoma","40","
,  
(35.47203135600046, -97.52107021399968)","3GRADE","05","CHD1_2"
"No","2011","2013","OR","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","48.1",,,"44.3","52.0",,,"1735","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_1"
"No","2001","2002","OR","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","24.7",,,"21.3","28.1",,,"1401","47",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_3"
"No","2006","2007","OR","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.3",,,"55.1","63.5",,,"1271","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_1"
"No","2011","2013","OR","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","20.2",,,"16.5","23.9",,,"1735","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_2"
"No","2001","2002","OR","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","51.1",,,"47.1","55.1",,,"1401","47",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_1"
"No","2006","2007","OR","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","35.3",,,"31.6","39.0",,,"1271","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_3"
"No","2011","2013","OR","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","20.1",,,"17.4","22.8",,,"1735","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_3"
"No","2006","2007","OR","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","1271","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_2"
"No","2001","2002","OR","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","15.3",,,"12.9","17.6",,,"1401","47",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","1GRADE","03","CHD1_2"
"No","2001","2002","OR","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","24.9",,,"20.8","28.9",,,"1254","37",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_3"
"No","2011","2013","OR","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","50.3",,,"46.3","54.4",,,"1721","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_1"
"No","2001","2002","OR","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","31.0",,,"27.2","34.7",,,"1254","37",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_2"
"No","2011","2013","OR","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.0",,,"15.5","20.5",,,"1721","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_3"
"No","2011","2013","OR","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","41.5",,,"37.0","45.9",,,"1721","34",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_2"
"No","2006","2007","OR","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","1325","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_2"
"No","2006","2007","OR","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","35.8",,,"31.9","39.7",,,"1325","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_3"
"No","2006","2007","OR","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","65.6",,,"61.9","69.3",,,"1325","81",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_1"
"No","2001","2002","OR","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","60.1",,,"56.1","64.0",,,"1254","37",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","2GRADE","04","CHD1_1"
"No","2001","2002","OR","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.1",,,"18.7","25.5",,,"1301","39",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_3"
"No","2011","2013","OR","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","52.4",,,"48.6","56.2",,,"1802","35",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_2"
"No","2006","2007","OR","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","66.3",,,"62.6","70.0",,,"1259","76",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_1"
"No","2006","2007","OR","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","42.7",,,"38.5","47.0",,,"1259","76",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_2"
"No","2011","2013","OR","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","21.6",,,"18.8","24.4",,,"1802","35",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_3"
"No","2011","2013","OR","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","57.5",,,"53.4","61.6",,,"1802","35",,,"Yes","54",,,"54",,,"53",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_1"
"No","2001","2002","OR","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","60.7",,,"57.4","64.0",,,"1301","39",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_1"
"No","2001","2002","OR","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","50.8",,,"46.5","55.0",,,"1301","39",,,"Yes",,"NR","Not Reported","44",,,"41",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_2"
"No","2006","2007","OR","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","35.4",,,"31.4","39.4",,,"1259","76",,,"Yes","47",,,,"NC","Not Collected","47",,,"Oregon","41","
,  
(44.56744942400047, -120.15503132599969)","3GRADE","05","CHD1_3"
"No","2012","2013","RI","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","29.4",,,"27.6","31.2",,,"809","33",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","HGRADE","01","CHD1_1"
"No","2012","2013","RI","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","25.4",,,"23.7","27.1",,,"809","33",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","HGRADE","01","CHD1_3"
"No","2010","2011","RI","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","39.1",,,"35.5","42.7",,,"3266","68",,,"Yes","61",,,,"NC","Not Collected","47",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_2"
"No","2007","2008","RI","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","47.6",,,"42.5","52.8",,,"1303","66",,,"No","46",,,,"NC","Not Collected","42",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_1"
"No","2010","2011","RI","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","50.0",,,"46.4","53.5",,,"3266","68",,,"Yes","61",,,,"NC","Not Collected","47",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_1"
"No","2010","2011","RI","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","26.3",,,"23.2","29.3",,,"3266","68",,,"Yes","61",,,,"NC","Not Collected","47",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_3"
"No","2007","2008","RI","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","36.3",,,"27.7","44.9",,,"1303","66",,,"No","46",,,,"NC","Not Collected","42",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_2"
"No","2007","2008","RI","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","28.2",,,"22.5","33.9",,,"1303","66",,,"No","46",,,,"NC","Not Collected","42",,,"Rhode Island","44","
,  
(41.70828019300046, -71.52247031399963)","3GRADE","05","CHD1_3"
"No","2012","2013","SC","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","30.9",,,"29.4","32.5",,,"3489","53",,,"Yes","57",,,,"NC","Not Collected","58",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_1"
"No","2007","2008","SC","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.5",,,"18.1","20.9",,,"3058","49",,,"No","56",,,"56",,,"51",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_3"
"No","2007","2008","SC","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","39.9",,,"38.0","41.5",,,"3058","49",,,"No","56",,,"56",,,"51",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_1"
"No","2001","2002","SC","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","45.8",,,"44.7","46.8",,,"9095","99",,,"Yes","61",,,"53",,,"54",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_1"
"No","2001","2002","SC","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","32.3",,,"31.3","33.3",,,"9095","99",,,"Yes","61",,,"53",,,"54",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_3"
"No","2012","2013","SC","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12.8",,,"11.8","13.9",,,"3489","53",,,"Yes","57",,,,"NC","Not Collected","58",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","KGRADE","02","CHD1_3"
"No","2012","2013","SC","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","30.2",,,"28.4","31.9",,,"2666","42",,,"Yes","57",,,,"NC","Not Collected","58",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_2"
"No","2001","2002","SC","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","32.5",,,"31.6","33.4",,,"10536","99",,,"Yes","61",,,"62",,,"54",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_3"
"No","2001","2002","SC","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","20.3",,,"19.6","21.1",,,"10536","99",,,"Yes","61",,,"62",,,"54",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_2"
"No","2007","2008","SC","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","23.9",,,"22.2","25.6",,,"2657","38",,,"No","56",,,"56",,,"51",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_2"
"No","2012","2013","SC","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","47.3",,,"45.4","49.1",,,"2666","42",,,"Yes","57",,,,"NC","Not Collected","58",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_1"
"No","2001","2002","SC","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","57.9",,,"57.0","58.9",,,"10536","99",,,"Yes","61",,,"62",,,"54",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_1"
"No","2012","2013","SC","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12.4",,,"11.3","13.8",,,"2666","42",,,"Yes","57",,,,"NC","Not Collected","58",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_3"
"No","2007","2008","SC","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.3",,,"52.3","56.2",,,"2657","38",,,"No","56",,,"56",,,"51",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_1"
"No","2007","2008","SC","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.6",,,"21.0","24.3",,,"2657","38",,,"No","56",,,"56",,,"51",,,"South Carolina","45","
,  
(33.998821303000454, -81.04537120699968)","3GRADE","05","CHD1_3"
"No","2002","2003","SD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","66.9",,,"60.8","73.0",,,"710","71",,,"Yes","38",,,,"NC","Not Collected","41",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_1"
"No","2002","2003","SD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","49.6",,,"44.2","55.0",,,"710","71",,,"Yes","38",,,,"NC","Not Collected","41",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_2"
"No","2005","2006","SD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","32.9",,,"29.9","35.9",,,"643","66",,,"Yes",,"NR","Not Reported","24",,,,"NR","Not Reported","South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_3"
"No","2005","2006","SD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","61.1",,,"57.2","64.8",,,"643","66",,,"Yes",,"NR","Not Reported","24",,,,"NR","Not Reported","South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_2"
"No","2009","2010","SD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","29.1",,,"25.0","33.2",,,"570","54",,,"Yes","45",,,"42",,,"32",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_3"
"No","2009","2010","SD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","62.3",,,"57.9","66.6",,,"570","54",,,"Yes","45",,,"42",,,"32",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_1"
"No","2002","2003","SD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","30.2",,,"22.8","37.5",,,"710","71",,,"Yes","38",,,,"NC","Not Collected","41",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_3"
"No","2005","2006","SD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","65.6",,,"62.5","68.6",,,"643","66",,,"Yes",,"NR","Not Reported","24",,,,"NR","Not Reported","South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_1"
"No","2009","2010","SD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","54.8",,,"50.3","59.2",,,"570","54",,,"Yes","45",,,"42",,,"32",,,"South Dakota","46","
,  
(44.353130053000484, -100.3735306369997)","3GRADE","05","CHD1_2"
"No","2012","2013","TX","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","26.2",,,"23.6","28.8",,,"6351","43",,,"Yes","60",,,"64",,,"58",,,"Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_3"
"No","2007","2008","TX","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","34.4",,,"30.2","38.7",,,"3864","51",,,"Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_2"
"No","2007","2008","TX","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","73.3",,,"69.5","77.1",,,"3864","51",,,"Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_1"
"No","2007","2008","TX","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","42.7",,,"38.6","46.7",,,"3864","51",,,"Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_3"
"No","2012","2013","TX","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","51.2",,,"46.3","56.1",,,"6351","43",,,"Yes","60",,,"64",,,"58",,,"Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_2"
